Name,Manufacturer,Technology,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,gamma_r
United Renewable Energy Co  Ltd_ F1M395H4G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,395,363.7,1.968096,,,72,10.27,49.1,9.74,40.6,0.0402,-0.2679,47.8,-0.3598
United Renewable Energy Co  Ltd_ F1M395H4G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,395,363.7,1.968096,,,72,10.27,49.1,9.74,40.6,0.0402,-0.2679,47.8,-0.3598
United Renewable Energy Co  Ltd_ F2K395H8G,United Renewable Energy Co_ Ltd,Mono-c-Si,395,365.9,1.99,,,72,10.31,48.7,9.76,40.5,0.0352,-0.259,44.3,-0.394
United Renewable Energy Co  Ltd_ F2K395H8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,395,365.9,1.99,,,72,10.31,48.7,9.76,40.5,0.0352,-0.259,44.3,-0.394
United Renewable Energy Co  Ltd_ F2M395H8G,United Renewable Energy Co_ Ltd,Mono-c-Si,395,365.7,1.99,,,72,10.31,48.7,9.76,40.5,0.0369,-0.258,44.4,-0.3948
United Renewable Energy Co  Ltd_ F2M395H8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,395,365.7,1.99,,,72,10.31,48.7,9.76,40.5,0.0369,-0.258,44.4,-0.3948
United Renewable Energy Co  Ltd_ F2M395H8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,395,365.7,1.99,,,72,10.31,48.7,9.76,40.5,0.0369,-0.258,44.4,-0.3948
United Renewable Energy Co  Ltd_ F6K395H4G,United Renewable Energy Co_ Ltd,Mono-c-Si,395,365.5,1.968096,,,72,10.27,49.1,9.74,40.6,0.0459,-0.2692,46.6,-0.3588
United Renewable Energy Co  Ltd_ F6K395H4G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,395,365.5,1.968096,,,72,10.27,49.1,9.74,40.6,0.0459,-0.2692,46.6,-0.3588
United Renewable Energy Co  Ltd_ F6M395H4G,United Renewable Energy Co_ Ltd,Mono-c-Si,395,363.7,1.968096,,,72,10.27,49.1,9.74,40.6,0.0402,-0.2679,47.8,-0.3598
United Renewable Energy Co  Ltd_ F6M395H4G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,395,363.7,1.968096,,,72,10.27,49.1,9.74,40.6,0.0402,-0.2679,47.8,-0.3598
United Renewable Energy Co  Ltd_ F6M395H4G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,395,363.7,1.968096,,,72,10.27,49.1,9.74,40.6,0.0402,-0.2679,47.8,-0.3598
United Renewable Energy Co  Ltd_ F7K395H8G,United Renewable Energy Co_ Ltd,Mono-c-Si,395,365.9,1.99,,,72,10.31,48.7,9.76,40.5,0.0352,-0.259,44.3,-0.394
United Renewable Energy Co  Ltd_ F7K395H8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,395,365.9,1.99,,,72,10.31,48.7,9.76,40.5,0.0352,-0.259,44.3,-0.394
United Renewable Energy Co  Ltd_ F7M395H8G,United Renewable Energy Co_ Ltd,Mono-c-Si,395,365.7,1.99,,,72,10.31,48.7,9.76,40.5,0.0369,-0.258,44.4,-0.3948
United Renewable Energy Co  Ltd_ F7M395H8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,395,365.7,1.99,,,72,10.31,48.7,9.76,40.5,0.0369,-0.258,44.4,-0.3948
United Renewable Energy Co  Ltd_ F7M395H8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,395,365.7,1.99,,,72,10.31,48.7,9.76,40.5,0.0369,-0.258,44.4,-0.3948
United Renewable Energy Co  Ltd_ FBM395MFG,United Renewable Energy Co_ Ltd,Mono-c-Si,395,363.1,1.94,,,108,13.59,37.03,12.75,31,0.0631,-0.3116,45.83,-0.4043
United Renewable Energy Co  Ltd_ FBM395MFG-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,395,363.1,1.94,,,54,13.59,37.03,12.75,31,0.0631,-0.3116,45.83,-0.4043
United Renewable Energy Co  Ltd_ FBM395MFG-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,395,363.1,1.94,,,54,13.59,37.03,12.75,31,0.0631,-0.3116,45.83,-0.4043
United Renewable Energy Co  Ltd_ D2K400P8A,United Renewable Energy Co_ Ltd,Mono-c-Si,400,368.8,2.03,,,72,10.55,48.46,9.95,40.2,0.06,-0.3067,45.58,-0.39
United Renewable Energy Co  Ltd_ D7K400H8A,United Renewable Energy Co_ Ltd,Mono-c-Si,400,375,1.98,,,72,10.22,48.91,9.76,41.07,0.107,-0.32,42.71,-0.367
United Renewable Energy Co  Ltd_ F1K400H4G,United Renewable Energy Co_ Ltd,Mono-c-Si,400,370.2,1.968096,,,72,10.35,49.3,9.81,40.8,0.0459,-0.2692,46.6,-0.3588
United Renewable Energy Co  Ltd_ F1K400H4G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,400,370.2,1.968096,,,72,10.35,49.3,9.81,40.8,0.0459,-0.2692,46.6,-0.3588
United Renewable Energy Co  Ltd_ F2K400H8G,United Renewable Energy Co_ Ltd,Mono-c-Si,400,370.7,1.99,,,72,10.39,48.9,9.83,40.7,0.0352,-0.259,44.3,-0.394
United Renewable Energy Co  Ltd_ F2K400H8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,400,370.7,1.99,,,72,10.39,48.9,9.83,40.7,0.0352,-0.259,44.3,-0.394
United Renewable Energy Co  Ltd_ FBM400MFG,United Renewable Energy Co_ Ltd,Mono-c-Si,400,367.8,1.94,,,108,13.68,37.2,12.84,31.17,0.0631,-0.3116,45.83,-0.4043
United Renewable Energy Co  Ltd_ FBM400MFG-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,400,367.8,1.94,,,54,13.68,37.2,12.84,31.17,0.0631,-0.3116,45.83,-0.4043
United Renewable Energy Co  Ltd_ FBM400MFG-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,400,367.8,1.94,,,54,13.68,37.2,12.84,31.17,0.0631,-0.3116,45.83,-0.4043
United Renewable Energy Co  Ltd_ D2K405P8A,United Renewable Energy Co_ Ltd,Mono-c-Si,405,373.6,2.03,,,72,10.67,48.47,10.05,40.28,0.06,-0.3067,45.58,-0.39
United Renewable Energy Co  Ltd_ D7K405H8A,United Renewable Energy Co_ Ltd,Mono-c-Si,405,379.8,1.98,,,72,10.25,49.1,9.81,41.41,0.107,-0.32,42.71,-0.367
United Renewable Energy Co  Ltd_ F1K405H4G,United Renewable Energy Co_ Ltd,Mono-c-Si,405,375,1.968096,,,72,10.43,49.5,9.88,41,0.0459,-0.2692,46.6,-0.3588
United Renewable Energy Co  Ltd_ F1K405H4G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,405,375,1.968096,,,72,10.43,49.5,9.88,41,0.0459,-0.2692,46.6,-0.3588
United Renewable Energy Co  Ltd_ F2K405H8G,United Renewable Energy Co_ Ltd,Mono-c-Si,405,375.5,1.99,,,72,10.48,49.1,9.91,40.9,0.0352,-0.259,44.3,-0.394
United Renewable Energy Co  Ltd_ F2K405H8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,405,375.5,1.99,,,72,10.48,49.1,9.91,40.9,0.0352,-0.259,44.3,-0.394
United Renewable Energy Co  Ltd_ FBM405MFG,United Renewable Energy Co_ Ltd,Mono-c-Si,405,372.6,1.94,,,108,13.78,37.36,12.92,31.36,0.0631,-0.3116,45.83,-0.4043
United Renewable Energy Co  Ltd_ FBM405MFG-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,405,372.6,1.94,,,54,13.78,37.36,12.92,31.36,0.0631,-0.3116,45.83,-0.4043
United Renewable Energy Co  Ltd_ FBM405MFG-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,405,372.6,1.94,,,54,13.78,37.36,12.92,31.36,0.0631,-0.3116,45.83,-0.4043
United Renewable Energy Co  Ltd_ D2K410P8A,United Renewable Energy Co_ Ltd,Mono-c-Si,410,378.3,2.03,,,72,10.75,48.49,10.16,40.36,0.06,-0.3067,45.58,-0.39
United Renewable Energy Co  Ltd_ D7K410H8A,United Renewable Energy Co_ Ltd,Mono-c-Si,410,384.6,1.98,,,72,10.28,49.29,9.86,41.75,0.107,-0.32,42.71,-0.367
United Renewable Energy Co  Ltd_ FBM410MFG,United Renewable Energy Co_ Ltd,Mono-c-Si,410,377.3,1.94,,,108,13.86,37.54,13,31.55,0.0631,-0.3116,45.83,-0.4043
United Renewable Energy Co  Ltd_ FBM410MFG-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,410,377.3,1.94,,,54,13.86,37.54,13,31.55,0.0631,-0.3116,45.83,-0.4043
United Renewable Energy Co  Ltd_ FBM410MFG-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,410,377.3,1.94,,,54,13.86,37.54,13,31.55,0.0631,-0.3116,45.83,-0.4043
United Renewable Energy Co  Ltd_ D2K415P8A,United Renewable Energy Co_ Ltd,Mono-c-Si,415,383.1,2.03,,,72,10.85,48.51,10.26,40.44,0.06,-0.3067,45.58,-0.39
United Renewable Energy Co  Ltd_ D7K415H8A,United Renewable Energy Co_ Ltd,Mono-c-Si,415,389.4,1.98,,,72,10.31,49.48,9.91,42.09,0.107,-0.32,42.71,-0.367
United Renewable Energy Co  Ltd_ D2K420P8A,United Renewable Energy Co_ Ltd,Mono-c-Si,420,387.9,2.03,,,72,10.95,48.52,10.37,40.52,0.06,-0.3067,45.58,-0.39
United Renewable Energy Co  Ltd_ D7K420H8A,United Renewable Energy Co_ Ltd,Mono-c-Si,420,394.3,1.98,,,72,10.34,49.67,9.96,42.43,0.107,-0.32,42.71,-0.367
United Renewable Energy Co  Ltd_ FAM425E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,425,396.4,2.190284,,,72,11.11,49,10.52,40.4,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FAM425E8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,425,396.4,2.19,,,72,11.11,49,10.52,40.4,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FAM425E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,425,396.4,2.190284,,,72,11.11,49,10.52,40.4,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FAK430C8G,United Renewable Energy Co_ Ltd,Mono-c-Si,430,399.5,2.19,,,144,11.2,48.6,10.65,40.4,0.0506,-0.2802,45.73,-0.3515
United Renewable Energy Co  Ltd_ FAK430E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,430,398.9,2.190284,,,72,11.19,49.2,10.6,40.6,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAK430E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,430,398.9,2.190284,,,72,11.19,49.2,10.6,40.6,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAL430A8G,United Renewable Energy Co_ Ltd,Mono-c-Si,430,400.7,2.204872,,,72,11.2,48.6,10.65,40.4,0.0522,-0.2647,46.18,-0.3307
United Renewable Energy Co  Ltd_ FAM430E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,430,401.2,2.190284,,,72,11.19,49.2,10.6,40.6,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FAM430E8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,430,401.2,2.19,,,72,11.19,49.2,10.6,40.6,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FAM430E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,430,401.2,2.190284,,,72,11.19,49.2,10.6,40.6,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FBM430M7G,United Renewable Energy Co_ Ltd,Mono-c-Si,430,395.2,2.15,,,60,13.25,41.34,12.54,34.3,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FBM430M7G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,430,395.2,2.15,,,60,13.25,41.34,12.54,34.3,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FBM430M7G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,430,395.2,2.15,,,60,13.25,41.34,12.54,34.3,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FAK435C8G,United Renewable Energy Co_ Ltd,Mono-c-Si,435,404.3,2.19,,,144,11.28,48.8,10.72,40.6,0.0506,-0.2802,45.73,-0.3515
United Renewable Energy Co  Ltd_ FAK435E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,435,403.6,2.190284,,,72,11.26,49.4,10.67,40.8,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAK435E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,435,403.6,2.190284,,,72,11.26,49.4,10.67,40.8,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAL435A8G,United Renewable Energy Co_ Ltd,Mono-c-Si,435,405.4,2.204872,,,72,11.28,48.8,10.72,40.6,0.0522,-0.2647,46.18,-0.3307
United Renewable Energy Co  Ltd_ FAM435E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,435,406,2.190284,,,72,11.26,49.4,10.67,40.8,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FAM435E8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,435,406,2.19,,,72,11.26,49.4,10.67,40.8,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FAM435E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,435,406,2.190284,,,72,11.26,49.4,10.67,40.8,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FBM435M7G,United Renewable Energy Co_ Ltd,Mono-c-Si,435,399.9,2.15,,,60,13.33,41.52,12.63,34.45,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FBM435M7G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,435,399.9,2.15,,,60,13.33,41.52,12.63,34.45,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FBM435M7G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,435,399.9,2.15,,,60,13.33,41.52,12.63,34.45,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FAK440C8G,United Renewable Energy Co_ Ltd,Mono-c-Si,440,409.1,2.19,,,144,11.36,49,10.79,40.8,0.0506,-0.2802,45.73,-0.3515
United Renewable Energy Co  Ltd_ FAK440E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,440,408.4,2.190284,,,72,11.34,49.6,10.74,41,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAK440E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,440,408.4,2.190284,,,72,11.34,49.6,10.74,41,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAL440A8G,United Renewable Energy Co_ Ltd,Mono-c-Si,440,410.2,2.204872,,,72,11.36,49,10.79,40.8,0.0522,-0.2647,46.18,-0.3307
United Renewable Energy Co  Ltd_ FAM440E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,440,410.8,2.190284,,,72,11.34,49.6,10.74,41,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FAM440E8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,440,410.8,2.19,,,72,11.34,49.6,10.74,41,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FAM440E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,440,410.8,2.190284,,,72,11.34,49.6,10.74,41,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FBM440M7G,United Renewable Energy Co_ Ltd,Mono-c-Si,440,404.6,2.15,,,60,13.41,41.7,12.72,34.6,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FBM440M7G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,440,404.6,2.15,,,60,13.41,41.7,12.72,34.6,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FBM440M7G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,440,404.6,2.15,,,60,13.41,41.7,12.72,34.6,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FAK445C8G,United Renewable Energy Co_ Ltd,Mono-c-Si,445,413.9,2.19,,,144,11.44,49.2,10.86,41,0.0506,-0.2802,45.73,-0.3515
United Renewable Energy Co  Ltd_ FAK445E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,445,413.2,2.190284,,,72,11.42,49.8,10.81,41.2,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAK445E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,445,413.2,2.190284,,,72,11.42,49.8,10.81,41.2,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAL445A8G,United Renewable Energy Co_ Ltd,Mono-c-Si,445,415,2.204872,,,72,11.44,49.2,10.86,41,0.0522,-0.2647,46.18,-0.3307
United Renewable Energy Co  Ltd_ FAM445E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,445,415.6,2.190284,,,72,11.42,49.8,10.81,41.2,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FAM445E8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,445,415.6,2.19,,,72,11.42,49.8,10.81,41.2,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FAM445E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,445,415.6,2.190284,,,72,11.42,49.8,10.81,41.2,0.0532,-0.268,45.72,-0.3326
United Renewable Energy Co  Ltd_ FBM445M7G,United Renewable Energy Co_ Ltd,Mono-c-Si,445,409.4,2.15,,,60,13.48,41.9,12.79,34.8,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FBM445M7G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,445,409.4,2.15,,,60,13.48,41.9,12.79,34.8,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FBM445M7G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,445,409.4,2.15,,,60,13.48,41.9,12.79,34.8,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FAK450C8G,United Renewable Energy Co_ Ltd,Mono-c-Si,450,418.6,2.19,,,144,11.52,49.4,10.93,41.2,0.0506,-0.2802,45.73,-0.3515
United Renewable Energy Co  Ltd_ FAK450E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,450,418,2.190284,,,72,11.5,50,10.87,41.4,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAK450E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,450,418,2.190284,,,72,11.5,50,10.87,41.4,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAL450A8G,United Renewable Energy Co_ Ltd,Mono-c-Si,450,419.8,2.204872,,,72,11.52,49.4,10.93,41.2,0.0522,-0.2647,46.18,-0.3307
United Renewable Energy Co  Ltd_ FBM450M7G,United Renewable Energy Co_ Ltd,Mono-c-Si,450,414.1,2.15,,,60,13.56,42.1,12.86,35,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FBM450M7G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,450,414.1,2.15,,,60,13.56,42.1,12.86,35,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FBM450M7G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,450,414.1,2.15,,,60,13.56,42.1,12.86,35,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FAK455C8G,United Renewable Energy Co_ Ltd,Mono-c-Si,455,423.4,2.19,,,144,11.6,49.6,11,41.4,0.0506,-0.2802,45.73,-0.3515
United Renewable Energy Co  Ltd_ FAK455E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,455,422.7,2.190284,,,72,11.59,50.2,10.94,41.6,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAK455E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,455,422.7,2.190284,,,72,11.59,50.2,10.94,41.6,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAL455A8G,United Renewable Energy Co_ Ltd,Mono-c-Si,455,424.6,2.204872,,,72,11.6,49.6,11,41.4,0.0522,-0.2647,46.18,-0.3307
United Renewable Energy Co  Ltd_ FBM455M7G,United Renewable Energy Co_ Ltd,Mono-c-Si,455,418.9,2.15,,,60,13.63,42.3,12.93,35.2,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FBM455M7G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,455,418.9,2.15,,,60,13.63,42.3,12.93,35.2,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FBM455M7G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,455,418.9,2.15,,,60,13.63,42.3,12.93,35.2,0.0445,-0.2918,46.56,-0.3891
United Renewable Energy Co  Ltd_ FAK460C8G,United Renewable Energy Co_ Ltd,Mono-c-Si,460,428.2,2.19,,,144,11.67,49.8,11.06,41.6,0.0506,-0.2802,45.73,-0.3515
United Renewable Energy Co  Ltd_ FAK460E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,460,427.5,2.190284,,,72,11.67,50.4,11.01,41.8,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAK460E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,460,427.5,2.190284,,,72,11.67,50.4,11.01,41.8,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAL460A8G,United Renewable Energy Co_ Ltd,Mono-c-Si,460,429.4,2.204872,,,72,11.67,49.8,11.06,41.6,0.0522,-0.2647,46.18,-0.3307
United Renewable Energy Co  Ltd_ FAK465C8G,United Renewable Energy Co_ Ltd,Mono-c-Si,465,433,2.19,,,144,11.75,50,11.13,41.8,0.0506,-0.2802,45.73,-0.3515
United Renewable Energy Co  Ltd_ FAK465CAG,United Renewable Energy Co_ Ltd,Mono-c-Si,465,431.7,2.39,,,78,11.22,52.5,10.64,43.7,0.0568,-0.2836,46.17,-0.3471
United Renewable Energy Co  Ltd_ FAK465E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,465,432.3,2.190284,,,72,11.74,50.6,11.08,42,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAK465E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,465,432.3,2.190284,,,72,11.74,50.6,11.08,42,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAK470CAG,United Renewable Energy Co_ Ltd,Mono-c-Si,470,436.4,2.39,,,78,11.29,52.7,10.71,43.9,0.0568,-0.2836,46.17,-0.3471
United Renewable Energy Co  Ltd_ FAK470E8G,United Renewable Energy Co_ Ltd,Mono-c-Si,470,437.1,2.190284,,,72,11.81,50.8,11.14,42.2,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAK470E8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,470,437.1,2.190284,,,72,11.81,50.8,11.14,42.2,0.0471,-0.2983,44.98,-0.3729
United Renewable Energy Co  Ltd_ FAK475CAG,United Renewable Energy Co_ Ltd,Mono-c-Si,475,441.2,2.39,,,78,11.35,52.9,10.77,44.1,0.0568,-0.2836,46.17,-0.3471
United Renewable Energy Co  Ltd_ FAK480CAG,United Renewable Energy Co_ Ltd,Mono-c-Si,480,446,2.39,,,78,11.42,53.1,10.84,44.3,0.0568,-0.2836,46.17,-0.3471
United Renewable Energy Co  Ltd_ FAK485CAG,United Renewable Energy Co_ Ltd,Mono-c-Si,485,450.8,2.39,,,78,11.48,53.3,10.9,44.5,0.0568,-0.2836,46.17,-0.3471
United Renewable Energy Co  Ltd_ FAK490CAG,United Renewable Energy Co_ Ltd,Mono-c-Si,490,455.5,2.39,,,78,11.55,53.5,10.97,44.7,0.0568,-0.2836,46.17,-0.3471
United Renewable Energy Co  Ltd_ FAK495CAG,United Renewable Energy Co_ Ltd,Mono-c-Si,495,460.3,2.39,,,78,11.62,53.7,11.03,44.9,0.0568,-0.2836,46.17,-0.3471
United Renewable Energy Co  Ltd_ FBM515M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,515,474.8,2.54,,,72,13.45,49,12.56,41.02,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBM515M8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,515,474.8,2.54,,,72,13.45,49,12.56,41.02,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBM515M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,515,474.8,2.54,,,72,13.45,49,12.56,41.02,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBK520D8G,United Renewable Energy Co_ Ltd,Mono-c-Si,520,481.1,2.54,,,72,13.53,49.11,12.65,41.11,0.0618,-0.2889,45.89,-0.3738
United Renewable Energy Co  Ltd_ FBK520M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,520,480.3,2.54,,,72,13.53,49.11,12.65,41.11,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBK520M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,520,480.3,2.54,,,72,13.53,49.11,12.65,41.11,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBL520B8G,United Renewable Energy Co_ Ltd,Mono-c-Si,520,481.1,2.54,,,72,13.53,49.11,12.65,41.11,0.059,-0.2885,46.15,-0.369
United Renewable Energy Co  Ltd_ FBM520M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,520,479.6,2.54,,,72,13.53,49.11,12.65,41.11,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBM520M8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,520,479.6,2.54,,,72,13.53,49.11,12.65,41.11,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBM520M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,520,479.6,2.54,,,72,13.53,49.11,12.65,41.11,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBK525D8G,United Renewable Energy Co_ Ltd,Mono-c-Si,525,485.9,2.54,,,72,13.63,49.22,12.74,41.22,0.0618,-0.2889,45.89,-0.3738
United Renewable Energy Co  Ltd_ FBK525M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,525,485.1,2.54,,,72,13.63,49.22,12.74,41.22,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBK525M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,525,485.1,2.54,,,72,13.63,49.22,12.74,41.22,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBL525B8G,United Renewable Energy Co_ Ltd,Mono-c-Si,525,485.9,2.54,,,72,13.63,49.22,12.74,41.22,0.059,-0.2885,46.15,-0.369
United Renewable Energy Co  Ltd_ FBM525M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,525,484.3,2.54,,,72,13.63,49.22,12.74,41.22,0.0603,-0.2916,46.45,-0.3786
