Name,Manufacturer,Technology,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,gamma_r
United Renewable Energy Co  Ltd_ FBM525M8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,525,484.3,2.54,,,72,13.63,49.22,12.74,41.22,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBM525M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,525,484.3,2.54,,,72,13.63,49.22,12.74,41.22,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBK530D8G,United Renewable Energy Co_ Ltd,Mono-c-Si,530,490.7,2.54,,,72,13.71,49.35,12.82,41.35,0.0618,-0.2889,45.89,-0.3738
United Renewable Energy Co  Ltd_ FBK530M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,530,489.8,2.54,,,72,13.71,49.35,12.82,41.35,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBK530M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,530,489.8,2.54,,,72,13.71,49.35,12.82,41.35,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBL530B8G,United Renewable Energy Co_ Ltd,Mono-c-Si,530,490.7,2.54,,,72,13.71,49.35,12.82,41.35,0.059,-0.2885,46.15,-0.369
United Renewable Energy Co  Ltd_ FBM530M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,530,489.1,2.54,,,72,13.71,49.35,12.82,41.35,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBM530M8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,530,489.1,2.54,,,72,13.71,49.35,12.82,41.35,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBM530M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,530,489.1,2.54,,,72,13.71,49.35,12.82,41.35,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBK535D8G,United Renewable Energy Co_ Ltd,Mono-c-Si,535,495.4,2.54,,,72,13.78,49.5,12.9,41.5,0.0618,-0.2889,45.89,-0.3738
United Renewable Energy Co  Ltd_ FBK535M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,535,494.6,2.54,,,72,13.78,49.5,12.9,41.5,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBK535M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,535,494.6,2.54,,,72,13.78,49.5,12.9,41.5,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBL535B8G,United Renewable Energy Co_ Ltd,Mono-c-Si,535,495.4,2.54,,,72,13.78,49.5,12.9,41.5,0.059,-0.2885,46.15,-0.369
United Renewable Energy Co  Ltd_ FBM535M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,535,493.8,2.54,,,72,13.78,49.5,12.9,41.5,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBM535M8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,535,493.8,2.54,,,72,13.78,49.5,12.9,41.5,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBM535M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,535,493.8,2.54,,,72,13.78,49.5,12.9,41.5,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBK540D8G,United Renewable Energy Co_ Ltd,Mono-c-Si,540,500.2,2.54,,,72,13.85,49.65,12.97,41.65,0.0618,-0.2889,45.89,-0.3738
United Renewable Energy Co  Ltd_ FBK540M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,540,499.4,2.54,,,72,13.85,49.65,12.97,41.65,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBK540M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,540,499.4,2.54,,,72,13.85,49.65,12.97,41.65,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBL540B8G,United Renewable Energy Co_ Ltd,Mono-c-Si,540,500.2,2.54,,,72,13.85,49.65,12.97,41.65,0.059,-0.2885,46.15,-0.369
United Renewable Energy Co  Ltd_ FBM540M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,540,498.6,2.54,,,72,13.85,49.65,12.97,41.65,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBM540M8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,540,498.6,2.54,,,72,13.85,49.65,12.97,41.65,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBM540M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,540,498.6,2.54,,,72,13.85,49.65,12.97,41.65,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBK545D8G,United Renewable Energy Co_ Ltd,Mono-c-Si,545,505,2.54,,,72,13.92,49.81,13.04,41.8,0.0618,-0.2889,45.89,-0.3738
United Renewable Energy Co  Ltd_ FBK545M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,545,504.2,2.54,,,72,13.92,49.81,13.04,41.8,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBK545M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,545,504.2,2.54,,,72,13.92,49.81,13.04,41.8,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBL545B8G,United Renewable Energy Co_ Ltd,Mono-c-Si,545,505,2.54,,,72,13.92,49.81,13.04,41.8,0.059,-0.2885,46.15,-0.369
United Renewable Energy Co  Ltd_ FBM545M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,545,503.4,2.54,,,72,13.92,49.81,13.04,41.8,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBM545M8G-BB,United Renewable Energy Co_ Ltd,Mono-c-Si,545,503.4,2.54,,,72,13.92,49.81,13.04,41.8,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBM545M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,545,503.4,2.54,,,72,13.92,49.81,13.04,41.8,0.0603,-0.2916,46.45,-0.3786
United Renewable Energy Co  Ltd_ FBK550D8G,United Renewable Energy Co_ Ltd,Mono-c-Si,550,509.7,2.54,,,72,13.99,49.92,13.1,42,0.0618,-0.2889,45.89,-0.3738
United Renewable Energy Co  Ltd_ FBK550M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,550,508.9,2.54,,,72,13.99,49.92,13.1,42,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBK550M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,550,508.9,2.54,,,72,13.99,49.92,13.1,42,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBL550B8G,United Renewable Energy Co_ Ltd,Mono-c-Si,550,509.8,2.54,,,72,13.99,49.92,13.1,42,0.059,-0.2885,46.15,-0.369
United Renewable Energy Co  Ltd_ FBK555D8G,United Renewable Energy Co_ Ltd,Mono-c-Si,555,514.5,2.54,,,72,14.07,50.04,13.17,42.15,0.0618,-0.2889,45.89,-0.3738
United Renewable Energy Co  Ltd_ FBK555M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,555,513.7,2.54,,,72,14.07,50.04,13.17,42.15,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBK555M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,555,513.7,2.54,,,72,14.07,50.04,13.17,42.15,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBL555B8G,United Renewable Energy Co_ Ltd,Mono-c-Si,555,514.5,2.54,,,72,14.07,50.04,13.17,42.15,0.059,-0.2885,46.15,-0.369
United Renewable Energy Co  Ltd_ FBK560D8G,United Renewable Energy Co_ Ltd,Mono-c-Si,560,519.3,2.54,,,72,14.16,50.14,13.26,42.24,0.0618,-0.2889,45.89,-0.3738
United Renewable Energy Co  Ltd_ FBK560M8G,United Renewable Energy Co_ Ltd,Mono-c-Si,560,518.5,2.54,,,72,14.16,50.14,13.26,42.24,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBK560M8G-BW,United Renewable Energy Co_ Ltd,Mono-c-Si,560,518.5,2.54,,,72,14.16,50.14,13.26,42.24,0.0558,-0.2931,45.81,-0.3829
United Renewable Energy Co  Ltd_ FBL560B8G,United Renewable Energy Co_ Ltd,Mono-c-Si,560,519.3,2.54,,,72,14.16,50.14,13.26,42.24,0.059,-0.2885,46.15,-0.369
Universal Solar Americas S_A_ UNI400-108M-BB,Universal Solar Americas S_A_,Mono-c-Si,400,367.8,1.94,,,54,13.68,37.2,12.84,31.17,0.0631,-0.3116,45.83,-0.4043
Universal Solar Americas S_A_ UNI405-108M-BB,Universal Solar Americas S_A_,Mono-c-Si,405,372.6,1.94,,,54,13.78,37.36,12.92,31.36,0.0631,-0.3116,45.83,-0.4043
Universal Solar Americas S_A_ UNI445-144BMH-DG,Universal Solar Americas S_A_,Mono-c-Si,445,415,2.204872,,,72,11.44,49.2,10.86,41,0.0522,-0.2647,46.18,-0.3307
Universal Solar Americas S_A_ UNI450-120M-BB,Universal Solar Americas S_A_,Mono-c-Si,450,414.1,2.15,,,60,13.56,42.1,12.86,35,0.0445,-0.2918,46.56,-0.3891
Universal Solar Americas S_A_ UNI450-144BMH-DG,Universal Solar Americas S_A_,Mono-c-Si,450,419.8,2.204872,,,72,11.52,49.4,10.93,41.2,0.0522,-0.2647,46.18,-0.3307
Universal Solar Americas S_A_ UNI455-120M-BB,Universal Solar Americas S_A_,Mono-c-Si,455,418.9,2.15,,,60,13.63,42.3,12.93,35.2,0.0445,-0.2918,46.56,-0.3891
Universal Solar Americas S_A_ UNI540-144BMH-DG,Universal Solar Americas S_A_,Mono-c-Si,540,500.2,2.54,,,72,13.85,49.65,12.97,41.65,0.059,-0.2885,46.15,-0.369
Universal Solar Americas S_A_ UNI545-144BMH-DG,Universal Solar Americas S_A_,Mono-c-Si,545,505,2.54,,,72,13.92,49.81,13.04,41.8,0.059,-0.2885,46.15,-0.369
Universal Solar Americas S_A_ UNI550-144BMH-DG,Universal Solar Americas S_A_,Mono-c-Si,550,509.8,2.54,,,72,13.99,49.92,13.1,42,0.059,-0.2885,46.15,-0.369
Upsolar UP-M155M,Upsolar,Mono-c-Si,155,135.1,1.27664,0.808,1.58,72,5.03,41.4,4.49,34.5,0.057528268,-0.401219237,47.8,-0.513088058
Upsolar UP-M160M,Upsolar,Mono-c-Si,160,139.5,1.27664,0.808,1.58,72,5.12,42,4.57,35,0.057528268,-0.401219237,47.8,-0.513088058
Upsolar UP-M165M,Upsolar,Mono-c-Si,165,147.3,1.279029,0.809,1.581,72,5.08,43.6,4.66,35.4,0.047152018,-0.379241071,44.4,-0.508731466
Upsolar UP-M170M,Upsolar,Mono-c-Si,170,151.8,1.279029,0.809,1.581,72,5.15,44.2,4.78,35,0.047152018,-0.379241071,44.4,-0.508731466
Upsolar UP-M175M,Upsolar,Mono-c-Si,175,156.4,1.279029,0.809,1.581,72,5.25,44.2,4.89,35.8,0.047152018,-0.379241071,44.4,-0.508731466
Upsolar UP-M180M,Upsolar,Mono-c-Si,180,161,1.279029,0.809,1.581,72,5.36,44.2,4.97,36.2,0.047152018,-0.379241071,44.4,-0.508731466
Upsolar UP-M180P,Upsolar,Multi-c-Si,180,155.6,1.644735,0.995,1.653,60,7.04,36.15,6.4,28.12,0.051045211,-0.377825619,47.2,-0.544394619
Upsolar UP-M185M,Upsolar,Mono-c-Si,185,164,1.611124,0.986,1.634,60,5.43,44.8,5.14,36,0.051,-0.342,47.4,-0.457
Upsolar UP-M185P,Upsolar,Multi-c-Si,185,160.1,1.644735,0.995,1.653,60,7.21,36.2,6.57,28.15,0.051045211,-0.377825619,47.2,-0.544394619
Upsolar UP-M190M,Upsolar,Mono-c-Si,190,168.5,1.611124,0.986,1.634,60,5.55,45.1,5.23,36.3,0.051,-0.342,47.4,-0.457
Upsolar UP-M190MT,Upsolar,Mono-c-Si,190,168.5,1.611124,0.986,1.634,60,5.55,45.1,5.23,36.3,0.051,-0.342,47.4,-0.457
Upsolar UP-M190P,Upsolar,Multi-c-Si,190,164.5,1.644735,0.995,1.653,60,7.39,36.3,6.74,28.21,0.051045211,-0.377825619,47.2,-0.544394619
Upsolar UP-M195M,Upsolar,Mono-c-Si,195,173,1.611124,0.986,1.634,60,5.67,45.3,5.34,36.5,0.051,-0.342,47.4,-0.457
Upsolar UP-M195P,Upsolar,Multi-c-Si,195,169,1.644735,0.995,1.653,60,7.55,36.33,6.9,28.25,0.051045211,-0.377825619,47.2,-0.544394619
Upsolar UP-M200P,Upsolar,Multi-c-Si,200,173.4,1.644735,0.995,1.653,60,7.72,36.4,7.06,28.29,0.051045211,-0.377825619,47.2,-0.544394619
Upsolar UP-M205P,Upsolar,Multi-c-Si,205,177.9,1.644735,0.995,1.653,60,7.9,36.42,7.23,28.35,0.051045211,-0.377825619,47.2,-0.544394619
Upsolar UP-M210P,Upsolar,Multi-c-Si,210,182.4,1.644735,0.995,1.653,60,8.1,36.44,7.37,28.49,0.051045211,-0.377825619,47.2,-0.544394619
Upsolar UP-M210PT,Upsolar,Multi-c-Si,210,182.4,1.644735,0.995,1.653,60,8.1,36.44,7.37,28.49,0.051045211,-0.377825619,47.2,-0.544394619
Upsolar UP-M215P,Upsolar,Multi-c-Si,215,186.8,1.644735,0.995,1.653,60,8.27,36.5,7.49,28.7,0.051045211,-0.377825619,47.2,-0.544394619
Upsolar UP-M220P,Upsolar,Multi-c-Si,220,194.8,1.644735,0.995,1.653,60,8.45,36.6,7.59,29,0.044,-0.341,47.9,-0.464
Upsolar UP-M225P,Upsolar,Multi-c-Si,225,199.3,1.644735,0.995,1.653,60,8.6,36.65,7.68,29.3,0.044,-0.341,47.9,-0.464
Upsolar UP-M230M,Upsolar,Mono-c-Si,230,201.7,1.62688,0.992,1.64,60,8.4,36.5,7.86,29.3,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M230MS,Upsolar,Mono-c-Si,230,201.7,1.62688,0.992,1.64,60,8.4,36.5,7.86,29.3,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M230MT,Upsolar,Mono-c-Si,230,201.7,1.62688,0.992,1.64,60,8.4,36.5,7.86,29.3,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M230P,Upsolar,Multi-c-Si,230,203.9,1.644735,0.995,1.653,60,8.72,36.7,7.74,29.7,0.044,-0.341,47.9,-0.464
Upsolar UP-M230PS,Upsolar,Multi-c-Si,230,203.9,1.644735,0.995,1.653,60,8.72,36.7,7.74,29.7,0.044,-0.341,47.9,-0.464
Upsolar UP-M230PT,Upsolar,Multi-c-Si,230,203.9,1.644735,0.995,1.653,60,8.72,36.7,7.74,29.7,0.044,-0.341,47.9,-0.464
Upsolar UP-M235M,Upsolar,Mono-c-Si,235,206.2,1.62688,0.992,1.64,60,8.5,36.8,7.98,29.4,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M235MS,Upsolar,Mono-c-Si,235,206.2,1.62688,0.992,1.64,60,8.5,36.8,7.98,29.4,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M235MT,Upsolar,Mono-c-Si,235,206.2,1.62688,0.992,1.64,60,8.5,36.8,7.98,29.4,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M235P,Upsolar,Multi-c-Si,235,208.5,1.644735,0.995,1.653,60,8.86,36.74,7.81,30.1,0.044,-0.341,47.9,-0.464
Upsolar UP-M235PS,Upsolar,Multi-c-Si,235,208.5,1.644735,0.995,1.653,60,8.86,36.74,7.81,30.1,0.044,-0.341,47.9,-0.464
Upsolar UP-M235PT,Upsolar,Multi-c-Si,235,208.5,1.644735,0.995,1.653,60,8.86,36.74,7.81,30.1,0.044,-0.341,47.9,-0.464
Upsolar UP-M240M,Upsolar,Mono-c-Si,240,210.7,1.62688,0.992,1.64,60,8.5,37.53,8.02,29.84,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M240MS,Upsolar,Mono-c-Si,240,210.7,1.62688,0.992,1.64,60,8.5,37.53,8.02,29.84,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M240MT,Upsolar,Mono-c-Si,240,210.7,1.62688,0.992,1.64,60,8.5,37.53,8.02,29.84,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M240P,Upsolar,Multi-c-Si,240,213.2,1.611124,0.986,1.634,60,8.57,37.8,7.89,30.4,0.044,-0.341,47.9,-0.464
Upsolar UP-M240PS,Upsolar,Multi-c-Si,240,213.2,1.611124,0.986,1.634,60,8.57,37.8,7.89,30.4,0.044,-0.341,47.9,-0.464
Upsolar UP-M240PT,Upsolar,Multi-c-Si,240,213.2,1.611124,0.986,1.634,60,8.57,37.8,7.89,30.4,0.044,-0.341,47.9,-0.464
Upsolar UP-M245M,Upsolar,Mono-c-Si,245,215.3,1.62688,0.992,1.64,60,8.7,37.4,8.22,29.8,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M245MS,Upsolar,Mono-c-Si,245,215.3,1.62688,0.992,1.64,60,8.7,37.4,8.22,29.8,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M245MT,Upsolar,Mono-c-Si,245,215.3,1.62688,0.992,1.64,60,8.7,37.4,8.22,29.8,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M245P,Upsolar,Multi-c-Si,245,217.7,1.611124,0.986,1.634,60,8.45,37.8,8.06,30.4,0.036,-0.321,48.4,-0.455
Upsolar UP-M245PS,Upsolar,Multi-c-Si,245,217.7,1.611124,0.986,1.634,60,8.45,37.8,8.06,30.4,0.036,-0.321,48.4,-0.455
Upsolar UP-M245PT,Upsolar,Multi-c-Si,245,217.7,1.611124,0.986,1.634,60,8.45,37.8,8.06,30.4,0.036,-0.321,48.4,-0.455
Upsolar UP-M250M,Upsolar,Mono-c-Si,250,219.8,1.62688,0.992,1.64,60,8.8,37.7,8.34,30,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M250MS,Upsolar,Mono-c-Si,250,219.8,1.62688,0.992,1.64,60,8.8,37.7,8.34,30,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M250MT,Upsolar,Mono-c-Si,250,219.8,1.62688,0.992,1.64,60,8.8,37.7,8.34,30,-0.051,-0.3818,47.2,-0.5203
Upsolar UP-M250P,Upsolar,Multi-c-Si,250,222.3,1.611124,0.986,1.634,60,8.5,38,8.17,30.6,0.036,-0.321,48.4,-0.455
Upsolar UP-M250PS,Upsolar,Multi-c-Si,250,222.3,1.611124,0.986,1.634,60,8.5,38,8.17,30.6,0.036,-0.321,48.4,-0.455
Upsolar UP-M250PT,Upsolar,Multi-c-Si,250,222.3,1.611124,0.986,1.634,60,8.5,38,8.17,30.6,0.036,-0.321,48.4,-0.455
Upsolar UP-M255M,Upsolar,Mono-c-Si,255,229.5,1.62688,0.992,1.64,60,8.88,38,8.44,30.2,0.015,-0.323,45.7,-0.465
Upsolar UP-M255MS,Upsolar,Mono-c-Si,255,229.5,1.62688,0.992,1.64,60,8.88,38,8.44,30.2,0.015,-0.323,45.7,-0.465
Upsolar UP-M255MT,Upsolar,Mono-c-Si,255,229.5,1.62688,0.992,1.64,60,8.88,38,8.44,30.2,0.015,-0.323,45.7,-0.465
Upsolar UP-M255P,Upsolar,Multi-c-Si,255,231.3,1.62688,0.992,1.64,60,8.55,38.2,8.28,30.8,0.029,-0.343,43.8,-0.475
Upsolar UP-M255PS,Upsolar,Multi-c-Si,255,231.3,1.62688,0.992,1.64,60,8.55,38.2,8.28,30.8,0.029,-0.343,43.8,-0.475
Upsolar UP-M255PT,Upsolar,Multi-c-Si,255,231.3,1.62688,0.992,1.64,60,8.55,38.2,8.28,30.8,0.029,-0.343,43.8,-0.475
Upsolar UP-M260M,Upsolar,Mono-c-Si,260,234.1,1.62688,0.992,1.64,60,8.96,38.3,8.55,30.4,0.015,-0.323,45.7,-0.465
Upsolar UP-M260MS,Upsolar,Mono-c-Si,260,234.1,1.62688,0.992,1.64,60,8.96,38.3,8.55,30.4,0.015,-0.323,45.7,-0.465
Upsolar UP-M260MT,Upsolar,Mono-c-Si,260,234.1,1.62688,0.992,1.64,60,8.96,38.3,8.55,30.4,0.015,-0.323,45.7,-0.465
Upsolar UP-M260P,Upsolar,Multi-c-Si,260,236,1.62688,0.992,1.64,60,8.6,38.4,8.39,31,0.029,-0.343,43.8,-0.475
Upsolar UP-M260PS,Upsolar,Multi-c-Si,260,236,1.62688,0.992,1.64,60,8.6,38.4,8.39,31,0.029,-0.343,43.8,-0.475
Upsolar UP-M260PT,Upsolar,Multi-c-Si,260,236,1.62688,0.992,1.64,60,8.6,38.4,8.39,31,0.029,-0.343,43.8,-0.475
Upsolar UP-M265M,Upsolar,Mono-c-Si,265,238.7,1.62688,0.992,1.64,60,9.04,38.6,8.66,30.6,0.015,-0.323,45.7,-0.465
Upsolar UP-M265MS,Upsolar,Mono-c-Si,265,238.7,1.62688,0.992,1.64,60,9.04,38.6,8.66,30.6,0.015,-0.323,45.7,-0.465
Upsolar UP-M265MT,Upsolar,Mono-c-Si,265,238.7,1.62688,0.992,1.64,60,9.04,38.6,8.66,30.6,0.015,-0.323,45.7,-0.465
Upsolar UP-M265P,Upsolar,Multi-c-Si,265,240.6,1.62688,0.992,1.64,60,8.66,38.7,8.5,31.2,0.029,-0.343,43.8,-0.475
Upsolar UP-M270M,Upsolar,Mono-c-Si,270,243.4,1.62688,0.992,1.64,60,9.12,38.9,8.77,30.8,0.015,-0.323,45.7,-0.465
Upsolar UP-M270MS,Upsolar,Mono-c-Si,270,243.4,1.62688,0.992,1.64,60,9.12,38.9,8.77,30.8,0.015,-0.323,45.7,-0.465
Upsolar UP-M270MT,Upsolar,Mono-c-Si,270,243.4,1.62688,0.992,1.64,60,9.12,38.9,8.77,30.8,0.015,-0.323,45.7,-0.465
Upsolar UP-M270P,Upsolar,Multi-c-Si,270,240.7,1.611124,0.986,1.634,60,8.22,44.6,7.7,35.1,0.044,-0.341,47.9,-0.464
Upsolar UP-M275M,Upsolar,Mono-c-Si,275,248,1.62688,0.992,1.64,60,9.2,39.2,8.87,31,0.015,-0.323,45.7,-0.465
Upsolar UP-M275P,Upsolar,Multi-c-Si,275,243.9,1.93256,0.986,1.96,72,8.29,44.6,7.84,35.1,0.044,-0.341,47.9,-0.464
Upsolar UP-M280M,Upsolar,Mono-c-Si,280,260.7,1.575,0.992,1.64,60,9.32,38.6,8.65,32.4,0.043,-0.266,44.17,-0.359
Upsolar UP-M280P,Upsolar,Multi-c-Si,280,248.5,1.93256,0.986,1.96,72,8.35,44.8,7.95,35.2,0.044,-0.341,47.9,-0.464
Upsolar UP-M280PS,Upsolar,Multi-c-Si,280,248.5,1.93256,0.986,1.96,72,8.35,44.8,7.95,35.2,0.044,-0.341,47.9,-0.464
Upsolar UP-M280PT,Upsolar,Multi-c-Si,280,248.5,1.93256,0.986,1.96,72,8.35,44.8,7.95,35.2,0.044,-0.341,47.9,-0.464
Upsolar UP-M285M,Upsolar,Mono-c-Si,285,265.4,1.575,0.992,1.956,60,9.39,38.8,8.7,32.8,0.043,-0.266,44.17,-0.359
Upsolar UP-M285P,Upsolar,Multi-c-Si,285,253.1,1.9227,0.986,1.95,72,8.42,45,8.06,35.4,0.044,-0.341,47.9,-0.464
Upsolar UP-M285PS,Upsolar,Multi-c-Si,285,253.1,1.9227,0.986,1.95,72,8.42,45,8.06,35.4,0.044,-0.341,47.9,-0.464
Upsolar UP-M285PT,Upsolar,Multi-c-Si,285,253.1,1.9227,0.986,1.95,72,8.42,45,8.06,35.4,0.044,-0.341,47.9,-0.464
Upsolar UP-M290M,Upsolar,Mono-c-Si,290,270.2,1.575,0.992,1.956,60,9.46,39,8.75,33.2,0.043,-0.266,44.17,-0.359
Upsolar UP-M290P,Upsolar,Multi-c-Si,290,257.7,1.9227,0.986,1.95,72,8.5,45.2,8.17,35.5,0.044,-0.341,47.9,-0.464
Upsolar UP-M290PS,Upsolar,Multi-c-Si,290,257.7,1.9227,0.986,1.95,72,8.5,45.2,8.17,35.5,0.044,-0.341,47.9,-0.464
Upsolar UP-M290PT,Upsolar,Multi-c-Si,290,257.7,1.9227,0.986,1.95,72,8.5,45.2,8.17,35.5,0.044,-0.341,47.9,-0.464
Upsolar UP-M295M,Upsolar,Mono-c-Si,295,275,1.575,0.992,1.956,60,9.64,39.7,9.12,32.4,0.043,-0.266,44.17,-0.359
Upsolar UP-M295P,Upsolar,Multi-c-Si,295,263.1,1.9227,0.986,1.95,72,8.56,45.4,8.26,35.7,0.024,-0.33,47.8,-0.454
Upsolar UP-M295PS,Upsolar,Multi-c-Si,295,263.1,1.9227,0.986,1.95,72,8.56,45.4,8.26,35.7,0.024,-0.33,47.8,-0.454
Upsolar UP-M295PT,Upsolar,Multi-c-Si,295,263.1,1.9227,0.986,1.95,72,8.56,45.4,8.26,35.7,0.024,-0.33,47.8,-0.454
Upsolar UP-M300M,Upsolar,Mono-c-Si,300,279.7,1.575,0.992,1.956,60,9.71,39.9,9.16,32.8,0.043,-0.266,44.17,-0.359
Upsolar UP-M300MS,Upsolar,Mono-c-Si,300,266,1.881792,0.972,1.936,72,8.8,45.2,8.34,36,0.0352,-0.3404,47.7,-0.4819
Upsolar UP-M300MT,Upsolar,Mono-c-Si,300,266,1.881792,0.972,1.936,72,8.8,38.2,8.34,36,0.0352,-0.3404,47.7,-0.4819
Upsolar UP-M300P,Upsolar,Multi-c-Si,300,267.7,1.9227,0.986,1.95,72,8.66,45.6,8.36,35.9,0.024,-0.33,47.8,-0.454
Upsolar UP-M300PS,Upsolar,Multi-c-Si,300,267.7,1.9227,0.986,1.95,72,8.66,45.6,8.36,35.9,0.024,-0.33,47.8,-0.454
Upsolar UP-M300PT,Upsolar,Multi-c-Si,300,267.7,1.9227,0.986,1.95,72,8.66,45.6,8.36,35.9,0.024,-0.33,47.8,-0.454
Upsolar UP-M305M,Upsolar,Mono-c-Si,305,284.5,1.575,0.992,1.956,60,9.78,40.1,9.21,33.2,0.043,-0.266,44.17,-0.359
Upsolar UP-M305MS,Upsolar,Mono-c-Si,305,270.6,1.881792,0.972,1.936,72,8.88,45.5,8.43,36.2,0.0352,-0.3404,47.7,-0.4819
Upsolar UP-M305MT,Upsolar,Mono-c-Si,305,270.6,1.881792,0.972,1.936,72,8.88,38.4,8.43,36.2,0.0352,-0.3404,47.7,-0.4819
Upsolar UP-M305P,Upsolar,Multi-c-Si,305,274.3,1.940352,0.992,1.956,72,8.74,45.8,8.45,36.1,0.0301,-0.3442,45.3,-0.4764
Upsolar UP-M305PS,Upsolar,Multi-c-Si,305,274.3,1.940352,0.992,1.956,72,8.74,45.8,8.45,36.1,0.0301,-0.3442,45.3,-0.4764
Upsolar UP-M305PT,Upsolar,Multi-c-Si,305,274.3,1.940352,0.992,1.956,72,8.74,45.8,8.45,36.1,0.0301,-0.3442,45.3,-0.4764
Upsolar UP-M310M,Upsolar,Mono-c-Si,310,289.3,1.575,0.972,1.936,60,9.85,40.3,9.25,33.6,0.043,-0.266,44.17,-0.359
Upsolar UP-M310MS,Upsolar,Mono-c-Si,310,275.2,1.881792,0.972,1.936,72,8.96,45.8,8.52,36.4,0.0352,-0.3404,47.7,-0.4819
Upsolar UP-M310MT,Upsolar,Mono-c-Si,310,275.2,1.881792,0.972,1.936,72,8.96,38.6,8.52,36.4,0.0352,-0.3404,47.7,-0.4819
